file,display,date,tier,tail,old_group
4-other/2024-02-04-qwen1-5-14b-chat-base-CLOSED.png,Qwen1.5-14B-Chat,2024-02-04,4,CLOSED,1CLOSED
4-other/2024-02-04-qwen1-5-4b-chat-base-CLOSED.png,Qwen1.5-4B-Chat,2024-02-04,4,CLOSED,1CLOSED
4-other/2024-02-04-qwen1-5-72b-chat-base-CLOSED.png,Qwen1.5-72B-Chat,2024-02-04,4,CLOSED,1CLOSED
4-other/2024-02-28-starcoder2-15b-base-CLOSED.png,StarCoder2-15B,2024-02-28,4,CLOSED,1CLOSED
4-other/2024-03-11-c4ai-command-r-v01-base-CLOSED.png,C4AI-Command-R-v01,2024-03-11,4,CLOSED,1CLOSED
4-other/2024-03-19-starling-lm-7b-beta-base-CLOSED.png,Starling-LM-7B-beta,2024-03-19,4,CLOSED,1CLOSED
4-other/2024-03-30-bielik-7b-instruct-v0-1-base-CLOSED.png,Bielik-7B-Instruct-v0.1,2024-03-30,4,CLOSED,1CLOSED
4-other/2024-04-11-pixart-sigma-xl-2-1024-ms-base-CLOSED.png,PixArt-Sigma-XL-2-1024-MS,2024-04-11,4,CLOSED,1CLOSED
4-other/2024-04-17-open-mixtral-8x22b-base-CLOSED.png,Open-Mixtral-8x22B,2024-04-17,4,CLOSED,1CLOSED
4-other/2024-04-18-llama-3-70b-chat-hf-base-CLOSED.png,Llama-3-70b-chat-hf,2024-04-18,4,CLOSED,1CLOSED
4-other/2024-04-18-llama-3-8b-chat-hf-base-CLOSED.png,Llama-3-8b-chat-hf,2024-04-18,4,CLOSED,1CLOSED
4-other/2024-04-25-qwen1-5-110b-chat-base-CLOSED.png,Qwen1.5-110B-Chat,2024-04-25,4,CLOSED,1CLOSED
4-other/2024-05-21-phi-3-small-128k-instruct-base-CLOSED.png,Phi-3-small-128k-instruct,2024-05-21,4,CLOSED,1CLOSED
4-other/2024-05-29-codestral-22b-v0-1-base-CLOSED.png,Codestral-22B-v0.1,2024-05-29,4,CLOSED,1CLOSED
4-other/2024-05-29-codestral-2405-base-CLOSED.png,Codestral-2405,2024-05-29,4,CLOSED,1CLOSED
4-other/2024-06-12-sd3-medium-base-CLOSED.png,SD3-Medium,2024-06-12,4,CLOSED,1CLOSED
4-other/2024-07-16-smollm-1-7b-base-CLOSED.png,SmolLM-1.7B,2024-07-16,4,CLOSED,1CLOSED
4-other/2024-07-24-mistral-large-instruct-2407-base-CLOSED.png,Mistral-Large-Instruct-2407,2024-07-24,4,CLOSED,1CLOSED
4-other/2024-08-14-auraflow-v0-3-base-CLOSED.png,AuraFlow-v0.3,2024-08-14,4,CLOSED,1CLOSED
4-other/2024-08-26-bielik-11b-v2-instruct-base-CLOSED.png,Bielik-11B-v2-Instruct,2024-08-26,4,CLOSED,1CLOSED
4-other/2024-08-28-bielik-11b-v2-2-instruct-base-CLOSED.png,Bielik-11B-v2.2-Instruct,2024-08-28,4,CLOSED,1CLOSED
4-other/2024-08-30-bielik-11b-v2-3-instruct-base-CLOSED.png,Bielik-11B-v2.3-Instruct,2024-08-30,4,CLOSED,1CLOSED
4-other/2024-08-30-command-r-08-2024-base-CLOSED.png,Command-R-08-2024,2024-08-30,4,CLOSED,1CLOSED
4-other/2024-08-30-command-r-plus-08-2024-base-CLOSED.png,Command-R-Plus-08-2024,2024-08-30,4,CLOSED,1CLOSED
4-other/2024-09-03-olmoe-1b-7b-0924-instruct-base-CLOSED.png,OLMoE-1B-7B-0924-Instruct,2024-09-03,4,CLOSED,1CLOSED
4-other/2024-09-05-deepseek-v2-5-base-CLOSED.png,DeepSeek-V2.5,2024-09-05,4,CLOSED,1CLOSED
4-other/2024-09-23-teuken-7b-instruct-research-v0-4-base-CLOSED.png,Teuken-7B-instruct-research-v0.4,2024-09-23,4,CLOSED,1CLOSED
4-other/2024-09-30-salamandra-7b-instruct-base-CLOSED.png,Salamandra-7b-instruct,2024-09-30,4,CLOSED,1CLOSED
4-other/2024-10-22-c-sd-3-5-large-base-CLOSED.png,C SD 3.5 Large,2024-10-22,4,CLOSED,1CLOSED
4-other/2024-10-24-aya-expanse-32b-base-CLOSED.png,Aya-Expanse-32b,2024-10-24,4,CLOSED,1CLOSED
4-other/2024-10-24-aya-expanse-8b-base-CLOSED.png,Aya-Expanse-8b,2024-10-24,4,CLOSED,1CLOSED
4-other/2024-10-30-recraft-v3-base-CLOSED.png,Recraft-V3,2024-10-30,4,CLOSED,1CLOSED
4-other/2024-11-18-pixtral-large-instruct-2411-base-CLOSED.png,Pixtral-Large-Instruct-2411,2024-11-18,4,CLOSED,1CLOSED
4-other/2024-11-21-tulu-3-70b-base-CLOSED.png,Tulu-3-70B,2024-11-21,4,CLOSED,1CLOSED
4-other/2024-11-21-tulu-3-8b-base-CLOSED.png,Tulu-3-8B,2024-11-21,4,CLOSED,1CLOSED
4-other/2024-11-26-olmo-2-1124-13b-instruct-base-CLOSED.png,OLMo-2-1124-13B-Instruct,2024-11-26,4,CLOSED,1CLOSED
4-other/2024-12-09-exaone-3-5-7b-instruct-base-CLOSED.png,EXAONE-3.5-7B-Instruct,2024-12-09,4,CLOSED,1CLOSED
4-other/2024-12-13-command-r7b-12-2024-base-CLOSED.png,Command-R7B-12-2024,2024-12-13,4,CLOSED,1CLOSED
4-other/2024-12-13-deepseek-vl2-small-base-CLOSED.png,DeepSeek-VL2-small,2024-12-13,4,CLOSED,1CLOSED
4-other/2024-12-17-falcon3-10b-instruct-base-CLOSED.png,Falcon3-10B-Instruct,2024-12-17,4,CLOSED,1CLOSED
4-other/2024-12-17-falcon3-1b-instruct-base-CLOSED.png,Falcon3-1B-Instruct,2024-12-17,4,CLOSED,1CLOSED
4-other/2024-12-17-falcon3-3b-instruct-base-CLOSED.png,Falcon3-3B-Instruct,2024-12-17,4,CLOSED,1CLOSED
4-other/2024-12-17-falcon3-7b-instruct-base-CLOSED.png,Falcon3-7B-Instruct,2024-12-17,4,CLOSED,1CLOSED
4-other/2025-01-20-deepseek-r1-zero-base-CLOSED.png,DeepSeek-R1-Zero,2025-01-20,4,CLOSED,1CLOSED
4-other/2025-01-25-luminar-image-2-0-base-CLOSED.png,Luminar-Image-2.0,2025-01-25,4,CLOSED,1CLOSED
4-other/2025-01-27-janus-pro-7b-base-CLOSED.png,Janus-Pro-7B,2025-01-27,4,CLOSED,1CLOSED
4-other/2025-01-28-qwen2-5-max-base-CLOSED.png,Qwen2.5-Max,2025-01-28,4,CLOSED,1CLOSED
4-other/2025-01-30-tulu-3-405b-base-CLOSED.png,Tulu-3-405B,2025-01-30,4,CLOSED,1CLOSED
4-other/2025-02-26-phi-4-multimodal-instruct-base-CLOSED.png,Phi-4-multimodal-instruct,2025-02-26,4,CLOSED,1CLOSED
4-other/2025-02-27-kanana-nano-2-1b-base-base-CLOSED.png,Kanana-Nano-2.1B-Base,2025-02-27,4,CLOSED,1CLOSED
4-other/2025-03-13-command-a-03-2025-base-CLOSED.png,Command-A-03-2025,2025-03-13,4,CLOSED,1CLOSED
4-other/2025-03-16-sana-1-5-4-8b-2560px-base-CLOSED.png,Sana-1.5-4.8B-2560px,2025-03-16,4,CLOSED,1CLOSED
4-other/2025-03-18-exaone-deep-2-4b-base-CLOSED.png,EXAONE-Deep-2.4B,2025-03-18,4,CLOSED,1CLOSED
4-other/2025-03-18-exaone-deep-32b-base-CLOSED.png,EXAONE-Deep-32B,2025-03-18,4,CLOSED,1CLOSED
4-other/2025-03-18-exaone-deep-7b-base-CLOSED.png,EXAONE-Deep-7B,2025-03-18,4,CLOSED,1CLOSED
4-other/2025-03-22-sana-sprint-1-6b-1024px-base-CLOSED.png,Sana-Sprint-1.6B-1024px,2025-03-22,4,CLOSED,1CLOSED
4-other/2025-03-26-ideogram-3-0-base-CLOSED.png,Ideogram-3.0,2025-03-26,4,CLOSED,1CLOSED
4-other/2025-04-07-hidream-i1-full-base-CLOSED.png,HiDream-I1-Full,2025-04-07,4,CLOSED,1CLOSED
4-other/2025-04-08-hidream-i1-dev-base-CLOSED.png,HiDream-I1-Dev,2025-04-08,4,CLOSED,1CLOSED
4-other/2025-04-15-kolors-2-0-base-CLOSED.png,Kolors-2.0,2025-04-15,4,CLOSED,1CLOSED
4-other/2025-04-23-gpt-image-1-base-CLOSED.png,GPT-Image-1,2025-04-23,4,CLOSED,1CLOSED
4-other/2025-04-24-hyperclova-x-seed-text-instruct-0-5b-base-CLOSED.png,HyperCLOVA-X-SEED-Text-Instruct-0.5B,2025-04-24,4,CLOSED,1CLOSED
4-other/2025-04-24-hyperclova-x-seed-text-instruct-3b-base-CLOSED.png,HyperCLOVA-X-SEED-Text-Instruct-3B,2025-04-24,4,CLOSED,1CLOSED
4-other/2025-04-28-hidream-e1-full-base-CLOSED.png,HiDream-E1-Full,2025-04-28,4,CLOSED,1CLOSED
4-other/2025-05-06-bielik-11b-v2-5-instruct-base-CLOSED.png,Bielik-11B-v2.5-Instruct,2025-05-06,4,CLOSED,1CLOSED
4-other/2025-05-07-mistral-medium-2505-base-CLOSED.png,Mistral-Medium-2505,2025-05-07,4,CLOSED,1CLOSED
4-other/2025-05-20-bagel-base-CLOSED.png,Bagel,2025-05-20,4,CLOSED,1CLOSED
4-other/2025-05-21-devstral-small-2505-base-CLOSED.png,Devstral-Small-2505,2025-05-21,4,CLOSED,1CLOSED
4-other/2025-05-21-falcon-h1-0-5b-instruct-base-CLOSED.png,Falcon-H1-0.5B-Instruct,2025-05-21,4,CLOSED,1CLOSED
4-other/2025-05-21-falcon-h1-1b-instruct-base-CLOSED.png,Falcon-H1-1B-Instruct,2025-05-21,4,CLOSED,1CLOSED
4-other/2025-05-21-falcon-h1-34b-instruct-base-CLOSED.png,Falcon-H1-34B-Instruct,2025-05-21,4,CLOSED,1CLOSED
4-other/2025-05-21-falcon-h1-7b-instruct-base-CLOSED.png,Falcon-H1-7B-Instruct,2025-05-21,4,CLOSED,1CLOSED
4-other/2025-05-21-kanana-1-5-2-1b-instruct-2505-base-CLOSED.png,Kanana-1.5-2.1B-Instruct-2505,2025-05-21,4,CLOSED,1CLOSED
4-other/2025-05-23-kanana-1-5-8b-instruct-2505-base-CLOSED.png,Kanana-1.5-8B-Instruct-2505,2025-05-23,4,CLOSED,1CLOSED
4-other/2025-06-04-mimo-vl-7b-rl-base-CLOSED.png,MiMo-VL-7B-RL,2025-06-04,4,CLOSED,1CLOSED
4-other/2025-06-10-magistral-medium-2506-base-CLOSED.png,Magistral-Medium-2506,2025-06-10,4,CLOSED,1CLOSED
4-other/2025-07-10-devstral-medium-2507-base-CLOSED.png,Devstral-Medium-2507,2025-07-10,4,CLOSED,1CLOSED
4-other/2025-07-28-grok-imagine-image-base-CLOSED.png,Grok Imagine Image,2025-07-28,4,CLOSED,1CLOSED
4-other/2025-08-04-qwen-image-base-CLOSED.png,Qwen-Image,2025-08-04,4,CLOSED,1CLOSED
4-other/2025-08-07-gpt-5-mini-base-CLOSED.png,GPT-5-mini,2025-08-07,4,CLOSED,1CLOSED
4-other/2025-08-14-imagen-4-0-fast-base-CLOSED.png,Imagen-4.0-Fast,2025-08-14,4,CLOSED,1CLOSED
4-other/2025-08-14-imagen-4-0-standard-base-CLOSED.png,Imagen-4.0-Standard,2025-08-14,4,CLOSED,1CLOSED
4-other/2025-08-14-imagen-4-0-ultra-base-CLOSED.png,Imagen-4.0-Ultra,2025-08-14,4,CLOSED,1CLOSED
4-other/2025-08-26-nano-banana-base-CLOSED.png,Nano-Banana,2025-08-26,4,CLOSED,1CLOSED
4-other/2025-09-09-seedream-4-0-base-CLOSED.png,Seedream-4.0,2025-09-09,4,CLOSED,1CLOSED
4-other/2025-09-19-ring-flash-2-0-base-CLOSED.png,Ring-flash-2.0,2025-09-19,4,CLOSED,1CLOSED
4-other/2025-09-24-wan-2-5-t2i-preview-base-CLOSED.png,Wan-2.5-T2I-Preview,2025-09-24,4,CLOSED,1CLOSED
4-other/2025-09-28-hunyuanimage-3-base-CLOSED.png,HunyuanImage-3,2025-09-28,4,CLOSED,1CLOSED
4-other/2025-10-09-ling-1t-base-CLOSED.png,Ling-1T,2025-10-09,4,CLOSED,1CLOSED
4-other/2025-10-14-ring-1t-base-CLOSED.png,Ring-1T,2025-10-14,4,CLOSED,1CLOSED
4-other/2025-11-10-kat-coder-pro-v1-base-CLOSED.png,KAT-Coder-Pro-V1,2025-11-10,4,CLOSED,1CLOSED
4-other/2025-11-18-gemini-3-base-CLOSED.png,Gemini 3,2025-11-18,4,CLOSED,1CLOSED
4-other/2025-11-18-gemini-3-pro-base-CLOSED.png,Gemini 3 Pro,2025-11-18,4,CLOSED,1CLOSED
4-other/2025-11-18-gemini-3-pro-preview-base-CLOSED.png,Gemini 3 Pro Preview,2025-11-18,4,CLOSED,1CLOSED
4-other/2025-11-20-nano-banana-pro-base-CLOSED.png,Nano-Banana-Pro,2025-11-20,4,CLOSED,1CLOSED
4-other/2025-11-25-flux-2-dev-base-CLOSED.png,FLUX.2-dev,2025-11-25,4,CLOSED,1CLOSED
4-other/2025-12-02-nova-2-0-lite-base-CLOSED.png,Nova-2.0-Lite,2025-12-02,4,CLOSED,1CLOSED
4-other/2025-12-03-seedream-4-5-base-CLOSED.png,Seedream-4.5,2025-12-03,4,CLOSED,1CLOSED
4-other/2025-12-16-gpt-image-1-5-base-CLOSED.png,GPT-Image-1.5,2025-12-16,4,CLOSED,1CLOSED
4-other/2025-12-31-k-exaone-base-CLOSED.png,K-EXAONE,2025-12-31,4,CLOSED,1CLOSED
4-other/2026-01-13-step3-vl-10b-base-CLOSED.png,Step3-VL-10B,2026-01-13,4,CLOSED,1CLOSED
4-other/2026-01-14-glm-image-base-CLOSED.png,GLM-Image,2026-01-14,4,CLOSED,1CLOSED
4-other/2026-01-15-flux-2-klein-9b-base-CLOSED.png,FLUX.2-klein-9B,2026-01-15,4,CLOSED,1CLOSED
4-other/2026-01-27-trinity-large-preview-base-CLOSED.png,Trinity-Large-Preview,2026-01-27,4,CLOSED,1CLOSED
4-other/2026-03-09-grok-4-20-0309-base-CLOSED.png,Grok 4.20 0309,2026-03-09,4,CLOSED,1CLOSED
4-other/2026-03-16-glm-5-turbo-base-CLOSED.png,GLM-5-Turbo,2026-03-16,4,CLOSED,1CLOSED
4-other/2026-03-18-mimo-v2-omni-0327-base-CLOSED.png,MiMo-V2-Omni-0327,2026-03-18,4,CLOSED,1CLOSED
4-other/2026-04-08-muse-spark-base-CLOSED.png,Muse Spark,2026-04-08,4,CLOSED,1CLOSED
4-other/2026-04-20-qwen3-6-max-preview-base-CLOSED.png,Qwen3.6 Max Preview,2026-04-20,4,CLOSED,1CLOSED
4-other/2026-06-03-nex-n2-pro-base-CLOSED.png,Nex-N2-Pro,2026-06-03,4,CLOSED,1CLOSED
4-other/2026-06-04-nemotron-3-ultra-base-CLOSED.png,Nemotron 3 Ultra,2026-06-04,4,CLOSED,1CLOSED
4-other/2026-07-06-hy3-base-CLOSED.png,Hy3,2026-07-06,4,CLOSED,1CLOSED
4-other/2026-07-09-jt-4-1-flash-236b-a21b-base-CLOSED.png,JT-4.1 Flash 236B A21B,2026-07-09,4,CLOSED,1CLOSED
4-other/2026-07-09-muse-spark-1-1-base-CLOSED.png,Muse Spark 1.1,2026-07-09,4,CLOSED,1CLOSED
4-other/2026-07-24-agnes-2-5-pro-alpha-base-CLOSED.png,Agnes 2.5 Pro Alpha,2026-07-24,4,CLOSED,1CLOSED
4-other/2026-07-30-thinking-machines-inkling-small.png,Inkling Small,2026-07-30,4,CLOSED,1CLOSED
4-other/2026-08-11-solar-pro-4-base-CLOSED.png,Solar Pro 4,2026-08-11,4,CLOSED,1CLOSED
4-other/2026-08-12-motif-3-base-CLOSED.png,Motif 3,2026-08-12,4,CLOSED,1CLOSED
4-other/2026-08-24-apodex-1-1-base-CLOSED.png,Apodex 1.1,2026-08-24,4,CLOSED,1CLOSED
4-other/2026-08-26-agnes-2-5-pro-beta-base-CLOSED.png,Agnes 2.5 Pro Beta,2026-08-26,4,CLOSED,1CLOSED
4-other/2026-09-02-quasar-438b-base-CLOSED.png,Quasar 438B,2026-09-02,4,CLOSED,1CLOSED
4-other/2026-09-03-k2-horizon-375b-a23b-base-CLOSED.png,K2 Horizon 375B A23B,2026-09-03,4,CLOSED,1CLOSED





